Topaz, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Attired, Duchess, Short, in shape, Oval Face, Tan Skin, Chestnut Hair, Hazel Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Wedding Updo, full breasts, Faux gauge earrings, magenta metallic lipstick
Topaz, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Wearing, Madame, Average Height, Narrow Hips, Square Face, Fair Skin, Golden Blonde Hair, green Eyes, Long Nose, Full Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Fishtail Braid, large breasts, Huggie earrings, brown sheer lipstick
Agate, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Caparisoned, Chanteuse, Average Height, Lean, Diamond-Shaped Face, Fair Skin, Light Brown Hair, jade Eyes, Short Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Sock Bun, small breasts, Dangle earrings, violet sheer lipstick
Aquamarine, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Habited, Enchantress, Tall, Toned, Oval Face, Dark Skin, Blonde Hair, coral Eyes, Narrow Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Layered Bob, large breasts, Cuff earrings, cream cream lipstick
Jade, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Adorned with, Luminary, Average Height, Lean, Heart-Shaped Face, Olive Skin, Light Brown Hair, hazel Eyes, Short Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Long Curly Hair, full breasts, Stud earrings, pink velvet lipstick
Coral, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Sporting, Female Warrior, Tall, Skinny, Square Face, Dark Skin, White Hair, Blue Eyes, Straight Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Short Afro, soft breasts, , fuchsia metallic lipstick
Labradorite, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Enveloped, Mistress, Tall, Athletic, Round Face, Dark Skin, Chestnut Hair, yellow Eyes, [[Curved Nose]], Pouty Lips, Sharp Chin, Long Hair, Coarse Hair, Bun, large breasts, , rust stain lipstick
Topaz, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Bedecked, Duchess, Short, Wide Hips, Round Face, Olive Skin, Red Hair, ruby Eyes, Short Nose, Full Lips, Prominent Chin, Long Hair, Curly Hair, Straight Bob, asymmetrical breasts, Dangle earrings, golden cream lipstick
Diamond, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Outfitted, Sensation, Average Height, Athletic, Oval Face, Tan Skin, Chestnut Hair, Blue Eyes, Narrow Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Shoulder-Length Curls, large breasts, Huggie earrings, fuchsia metallic lipstick
Amethyst, A crystalized formation with jagged edges, resembling a miniature mountain range, Covered, Belle, Tall, Wide Hips, Triangular Face, Fair Skin, Auburn Hair, amber Eyes, Long Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Blunt Bangs, perky breasts, Stud earrings, gloss metallic lipstick
Alexandrite, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Outfitted, Enchantress, Average Height, Lean, Oval Face, Fair Skin, White Hair, red Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Wavy Hair, Loose Waves, small breasts, Threader earrings, magenta gloss lipstick
Amethyst, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Swathed, Phenom, Tall, Firm, Round Face, Dark Skin, Honey Blonde Hair, amethyst Eyes, Short Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Loose Curls, augmented breasts, Dangle earrings, red sheer lipstick
Malachite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Clad, Charmer, Tall, Narrow Hips, Square Face, Olive Skin, Golden Blonde Hair, Amber Eyes, Long Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Shoulder-Length Curls, small breasts, Clip-on earrings, burgundy cream lipstick
Peridot, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Sporting, Enigma, Average Height, Firm, Round Face, Olive Skin, Blonde Hair, green Eyes, Short Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, High Ponytail, full breasts, Hoop earrings, black sheer lipstick
Topaz, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Embellished, Temptress, Short, Thin, Square Face, Fair Skin, Blonde Hair, dark brown Eyes, Short Nose, Pouty Lips, Sharp Chin, Long Hair, Coarse Hair, Messy Bun, perky breasts, Stud earrings, light pink velvet lipstick
Garnet, A network of crystalized branches, capturing the beauty of nature's delicate formations, Robed, Baroness, Short, Slim, Round Face, Fair Skin, Honey Blonde Hair, grey-blue Eyes, Long Nose, Pouty Lips, Prominent Chin, Long Hair, Wavy Hair, Wavy Updo, natural breasts, Huggie earrings, black gloss lipstick
Rhodochrosite, A cluster of crystals with a frost-like appearance, glistening like a winter wonderland, Dressed, Gal, Short, Lean, Oval Face, Olive Skin, Silver Hair, grey Eyes, Short Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Long Straight Hair, firm breasts, Drop earrings, light pink gloss lipstick
Alexandrite, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Outfitted, Siren, Average Height, Thin, Round Face, Tan Skin, Strawberry Blonde Hair, Brown Eyes, Straight Nose, Pouty Lips, Sharp Chin, Long Hair, Thick Hair, Fishbone Braid, natural breasts, Clip-on earrings, violet satin lipstick
Sapphire, A network of crystalized branches, capturing the beauty of nature's delicate formations, Enveloped, Mistress, Average Height, in shape, Triangular Face, Fair Skin, Chestnut Hair, Green Eyes, Long Nose, Pouty Lips, Receding Chin, Long Hair, Straight Hair, Braided Headband, firm breasts, Hoop earrings, soft pink gloss lipstick
Quartz, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Enrobed, Mistress, Short, Athletic, Triangular Face, Dark Skin, Auburn Hair, yellow Eyes, Straight Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Boho Braid, perky breasts, Clip-on earrings, gloss gloss lipstick
Rhodochrosite, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Vestured, Gal, Average Height, Wide Hips, Triangular Face, Dark Skin, White Hair, dark brown Eyes, [[Curved Nose]], Thick Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Side Bangs, large breasts, Threader earrings, rose sheer lipstick
Citrine, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Draped, Goddess, Tall, Athletic, Square Face, Dark Skin, Golden Blonde Hair, red Eyes, Wide Nose, Pouty Lips, Prominent Chin, Long Hair, Fine Hair, Boho Braid, round breasts, Threader earrings, fuchsia stain lipstick
Pearl, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Adorned with, Charmer, Average Height, Toned, Oval Face, Olive Skin, White Hair, Brown Eyes with Green Flecks, Short Nose, Thin Lips, Sharp Chin, Long Hair, Wavy Hair, Formal Braided Updo, small breasts, Huggie earrings, green cream lipstick
Onyx, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Robed, Empress, Average Height, Skinny, Heart-Shaped Face, Olive Skin, Honey Blonde Hair, jade Eyes, [[Curved Nose]], Pouty Lips, Receding Chin, Long Hair, Wavy Hair, Half Up Half Down, natural breasts, Faux gauge earrings, cherry stain lipstick
Obsidian, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Decked, Temptress, Average Height, Wide Hips, Triangular Face, Fair Skin, Blonde Hair, Hazel Eyes with Green Flecks, Long Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Tapered Afro, full breasts, Dangle earrings, cherry sheer lipstick
Obsidian, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Adorned with, Mistress, Tall, Toned, Round Face, Olive Skin, Blonde Hair, Brown Eyes, [[Curved Nose]], Full Lips, Prominent Chin, Shoulder-Length Hair, Wavy Hair, Fishtail Braid, large breasts, Hoop earrings, violet gloss lipstick
Garnet, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Dressed, Luminary, Average Height, Skinny, Oval Face, Tan Skin, Chestnut Hair, ruby Eyes, Long Nose, Thin Lips, Prominent Chin, Long Hair, Straight Hair, Half Up Half Down, round breasts, Threader earrings, peach matte lipstick
Sapphire, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Covered, Babe, Average Height, Wide Hips, Heart-Shaped Face, Fair Skin, Platinum Blonde Hair, gold Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Tapered Afro, soft breasts, Dangle earrings, mauve satin lipstick
Tanzanite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Clothed in, Starlet, Tall, in shape, Oval Face, Olive Skin, Honey Blonde Hair, dark brown Eyes, Long Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, High Bun, soft breasts, Faux gauge earrings, beige metallic lipstick
Iolite, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Swathed, Songstress, Short, Skinny, Square Face, Olive Skin, Dark Brown Hair, light blue Eyes, [[Curved Nose]], Thick Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Fishbone Braid, round breasts, Drop earrings, peach stain lipstick
Tourmaline, A crystalized formation with jagged edges, resembling a miniature mountain range, Veiled, Femme fatale, Tall, Skinny, Oval Face, Fair Skin, Dark Brown Hair, ruby Eyes, [[Curved Nose]], Thick Lips, Round Chin, Long Hair, Fine Hair, Tousled Waves, small breasts, Cuff earrings, light pink metallic lipstick
Turquoise, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Sporting, Madam, Average Height, Thin, Triangular Face, Fair Skin, Light Brown Hair, red Eyes, Short Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Curly Hair, Sleek Straight Hair, natural breasts, Cuff earrings, brown velvet lipstick
Moonstone, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Garbed, Dame, Average Height, Athletic, Oval Face, Olive Skin, Platinum Blonde Hair, red Eyes, Long Nose, Thin Lips, Round Chin, Long Hair, Curly Hair, Lace Braid, soft breasts, Dangle earrings, cherry velvet lipstick
Hematite, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Arrayed, Superwoman, Tall, Slim, Triangular Face, Dark Skin, White Hair, grey Eyes, [[Curved Nose]], Thick Lips, Sharp Chin, Long Hair, Coarse Hair, Braided Updo, small breasts, Cuff earrings, peach metallic lipstick
Emerald, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Draped, Mistress, Average Height, Athletic, Diamond-Shaped Face, Fair Skin, Black Hair, grey Eyes, Narrow Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Braided Crown, full breasts, Clip-on earrings, berry matte lipstick
Topaz, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Arrayed, Phenom, Tall, Athletic, Round Face, Fair Skin, Blonde Hair, grey Eyes, Straight Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Long Curly Hair, saggy breasts, Drop earrings, orange cream lipstick
Aquamarine, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Clad, Enigma, Average Height, Toned, Triangular Face, Tan Skin, White Hair, jade Eyes, Short Nose, Full Lips, Receding Chin, Long Hair, Thick Hair, Long Wavy Hair, natural breasts, , lavender gloss lipstick
Coral, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Togged, Babe, Tall, Athletic, Heart-Shaped Face, Fair Skin, Black Hair, purple Eyes, Narrow Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Fishtail Braid, perky breasts, , red sheer lipstick
Diamond, Crystals that grow in clusters, creating a textured and multidimensional surface, Curtained, Miss, Short, Lean, Square Face, Dark Skin, Golden Blonde Hair, Sapphire Eyes, [[Curved Nose]], Full Lips, Prominent Chin, Long Hair, Fine Hair, Angled Bob, soft breasts, Huggie earrings, beige sheer lipstick
Tourmaline, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Vestured, Empress, Tall, Athletic, Triangular Face, Dark Skin, Dark Brown Hair, peach Eyes, [[Curved Nose]], Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Blunt Cut Bangs, natural breasts, Threader earrings, berry sheer lipstick
Obsidian, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Enveloped, Superwoman, Tall, in shape, Square Face, Tan Skin, Honey Blonde Hair, peach Eyes, Short Nose, Full Lips, Round Chin, Shoulder-Length Hair, Curly Hair, Braided Half Up, round breasts, Hoop earrings, peach metallic lipstick
Malachite, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Garbed, Enigma, Average Height, Fit, Round Face, Fair Skin, Gray Hair, Brown Eyes with Green Flecks, Straight Nose, Thin Lips, Round Chin, Long Hair, Curly Hair, Smooth Waves, augmented breasts, Huggie earrings, black matte lipstick
Moonstone, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Garbed, Visionary, Short, Slim, Oval Face, Olive Skin, Chestnut Hair, grey-blue Eyes, Wide Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Straight Bob, large breasts, Cuff earrings, light pink cream lipstick
Quartz, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Togged, Gal, Average Height, Thin, Oval Face, Tan Skin, Silver Hair, grey Eyes, Straight Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Braided Half Up, augmented breasts, Huggie earrings, coral sheer lipstick
Tourmaline, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Covered, Female Warrior, Average Height, Wide Hips, Square Face, Dark Skin, Black Hair, green Eyes, Straight Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Fishtail Braid, asymmetrical breasts, Cuff earrings, rose matte lipstick
Moonstone, Transparent crystals that refract light, casting beautiful prisms and rainbows, Covered, Babe, Tall, Lean, Triangular Face, Dark Skin, Dark Brown Hair, peach Eyes, [[Curved Nose]], Full Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Sleek Waves, large breasts, , green velvet lipstick
Ruby, A cluster of crystals with a frost-like appearance, glistening like a winter wonderland, Festooned, Queen, Average Height, Skinny, Diamond-Shaped Face, Dark Skin, Chestnut Hair, black Eyes, Short Nose, Full Lips, Receding Chin, Long Hair, Fine Hair, Smooth Waves, large breasts, Huggie earrings, peach sheer lipstick
Malachite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Sporting, Superwoman, Short, Lean, Round Face, Dark Skin, Strawberry Blonde Hair, black Eyes, Straight Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Viking Braid, firm breasts, Hoop earrings, golden matte lipstick
Sapphire, Crystals that grow in clusters, creating a textured and multidimensional surface, Dressed, Chanteuse, Tall, Narrow Hips, Triangular Face, Fair Skin, Platinum Blonde Hair, brown Eyes, Wide Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Twisted Bun, augmented breasts, Stud earrings, berry stain lipstick
