Refreshing coconut water, Smooth and creamy, Creating waves, Lady, Tall, Thin, Round Face, Olive Skin, Honey Blonde Hair, teal Eyes, Wide Nose, Pouty Lips, Receding Chin, Long Hair, Wavy Hair, Beach Waves, asymmetrical breasts, , magenta metallic lipstick, Racing against the clock on a liquid track, Sparkling sunlight on waves
Gal, Short, Firm, Round Face, Fair Skin, Brunette Hair, purple Eyes, Wide Nose, Pouty Lips, Round Chin, Long Hair, Wavy Hair, Straight Bob, soft breasts, , teal cream lipstick, Lying on the stomach with hands beside the shoulders and chest lifted, Sunset over the water
Madame, Tall, Toned, Square Face, Olive Skin, Black Hair, Blue Eyes with Green Flecks, Long Nose, Full Lips, Receding Chin, Long Hair, Coarse Hair, Swept Bangs, asymmetrical breasts, Hoop earrings, coral sheer lipstick, Sitting with one leg crossed over the other and twisting the torso, Rushing whitewater rapids
Countess, Average Height, Toned, Round Face, Dark Skin, Platinum Blonde Hair, dark brown Eyes, Wide Nose, Thin Lips, Round Chin, Long Hair, Fine Hair, Shaggy Cut, natural breasts, Drop earrings, coral sheer lipstick, Sitting with legs crossed and twisting the torso to one side, Majestic fjords and cliffs by water
Dame, Short, Narrow Hips, Diamond-Shaped Face, Fair Skin, Light Brown Hair, Brown Eyes, Narrow Nose, Thin Lips, Round Chin, Long Hair, Fine Hair, Blunt Cut Bangs, full breasts, Threader earrings, black sheer lipstick, Standing with feet together, bending the upper body forward to touch the ground, Rushing whitewater rapids
Songstress, Tall, Wide Hips, Triangular Face, Dark Skin, Brunette Hair, amber Eyes, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Shaggy Cut, augmented breasts, Faux gauge earrings, red metallic lipstick, Sitting with legs crossed and twisting the torso to one side, Lush green wetland
Sensation, Average Height, Athletic, Oval Face, Tan Skin, Platinum Blonde Hair, pink Eyes, [[Curved Nose]], Thick Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Side Bangs, round breasts, Dangle earrings, berry matte lipstick, Lifting the chest and arching the back, Golden sunlight on sandy shores
Songstress, Average Height, Thin, Round Face, Olive Skin, Auburn Hair, silver Eyes, Wide Nose, Thick Lips, Receding Chin, Long Hair, Coarse Hair, Sleek Waves, asymmetrical breasts, Stud earrings, lavender gloss lipstick, Bending sideways with one arm reaching overhead, Moss-covered rocks near water
Countess, Short, Fit, Oval Face, Tan Skin, Black Hair, Brown Eyes with Green Flecks, Long Nose, Full Lips, Prominent Chin, Long Hair, Fine Hair, Low Updo, augmented breasts, Cuff earrings, golden matte lipstick, Standing with feet wide apart, bending one knee and keeping the other leg straight, Calm bay serenity
Starlet, Average Height, Toned, Heart-Shaped Face, Olive Skin, Black Hair, jade Eyes, Wide Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Short Afro, round breasts, , gloss stain lipstick, Twisting the torso while sitting, Misty river valley
Countess, Average Height, in shape, Triangular Face, Fair Skin, Chestnut Hair, grey Eyes, Short Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Long Straight Hair, asymmetrical breasts, Stud earrings, magenta metallic lipstick, Sitting on the heels with knees apart and upper body resting between the thighs, Rushing whitewater rapids
Duchess, Average Height, Wide Hips, Triangular Face, Olive Skin, Strawberry Blonde Hair, Brown Eyes, Straight Nose, Full Lips, Receding Chin, Long Hair, Wavy Hair, Boho Braid, soft breasts, Faux gauge earrings, mauve sheer lipstick, Kneeling with back arched and arms raised, Dew-covered flower petals by water
Empress, Short, Wide Hips, Round Face, Fair Skin, Strawberry Blonde Hair, silver Eyes, Narrow Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Rope Braid, saggy breasts, Dangle earrings, violet velvet lipstick, Standing with feet wide apart and bending forward, hands reaching the ground, Majestic waterfall
Countess, Short, in shape, Diamond-Shaped Face, Olive Skin, Strawberry Blonde Hair, turquoise Eyes, Straight Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Blunt Bangs, round breasts, Clip-on earrings, mauve satin lipstick, Sitting with soles of the feet together and knees out to the sides, Rain-soaked city streets near water
Chanteuse, Short, Firm, Square Face, Dark Skin, White Hair, coral Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, French Twist, perky breasts, , terracotta sheer lipstick, Balancing on hands and feet with hips lifted, Rippling lake surface
Starlet, Short, Athletic, Round Face, Dark Skin, Chestnut Hair, peach Eyes, [[Curved Nose]], Thick Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Donut Bun, full breasts, Stud earrings, hot pink cream lipstick, Standing with feet hip-width apart and hands by the sides, Silhouette of a lone pier by water
Madam, Short, Skinny, Diamond-Shaped Face, Dark Skin, Brunette Hair, black Eyes, Wide Nose, Pouty Lips, Receding Chin, Long Hair, Straight Hair, Wavy Updo, firm breasts, Faux gauge earrings, soft pink metallic lipstick, Inverted position with hands and feet on the ground, hips lifted, Moss-covered rocks near water
Escort, Short, Athletic, Heart-Shaped Face, Olive Skin, Strawberry Blonde Hair, purple Eyes, Straight Nose, Pouty Lips, Sharp Chin, Long Hair, Wavy Hair, Short Afro, augmented breasts, Faux gauge earrings, berry gloss lipstick, Standing with feet wide apart and bending forward, hands reaching the ground, Dew-covered flower petals by water
Seductress, Tall, Skinny, Triangular Face, Dark Skin, Strawberry Blonde Hair, turquoise Eyes, [[Curved Nose]], Full Lips, Round Chin, Long Hair, Coarse Hair, Lace Braid, soft breasts, Threader earrings, teal sheer lipstick, Lying on the stomach with legs extended and arms reaching forward, Dewy spiderwebs in the morning by water
Woman, Average Height, Wide Hips, Diamond-Shaped Face, Olive Skin, Honey Blonde Hair, ruby Eyes, Long Nose, Full Lips, Sharp Chin, Long Hair, Thick Hair, Straight Bob with Layers, augmented breasts, Cuff earrings, golden sheer lipstick, Standing with one leg extended forward and reaching for the foot with the hand, Misty river valley
Femme fatale, Short, Skinny, Heart-Shaped Face, Tan Skin, Blonde Hair, grey-blue Eyes, [[Curved Nose]], Thick Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Shaggy Cut, natural breasts, Cuff earrings, cream sheer lipstick, Lying on the back with legs bent, crossing one ankle over the opposite knee, Mysterious misty forest near water
Babe, Short, Lean, Round Face, Fair Skin, Silver Hair, pink Eyes, [[Curved Nose]], Full Lips, Receding Chin, Long Hair, Straight Hair, Wavy Bob, soft breasts, Clip-on earrings, pink sheer lipstick, Standing with feet wide apart, bending one knee and keeping the other leg straight, Misty river valley
Gal, Average Height, Athletic, Square Face, Dark Skin, Blonde Hair, Brown Eyes, [[Curved Nose]], Thick Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Ballerina Bun, round breasts, Clip-on earrings, light pink satin lipstick, Lifting the chest and arching the back, Subtle hues of a twilight sky over water
Superwoman, Average Height, in shape, Oval Face, Tan Skin, Platinum Blonde Hair, silver Eyes, Long Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Messy Top Knot, natural breasts, Clip-on earrings, brown gloss lipstick, Lying on the back with legs raised and hands supporting the lower back, Golden sunlight on sandy shores
Seductress, Tall, Wide Hips, Oval Face, Fair Skin, White Hair, coral Eyes, Wide Nose, Pouty Lips, Sharp Chin, Long Hair, Fine Hair, Fishtail Braid, large breasts, Threader earrings, red gloss lipstick, Lying on the back with knees bent and feet on the ground, lifting the pelvis, Waterfall cascade
Femme fatale, Short, Skinny, Round Face, Tan Skin, White Hair, blue Eyes, Narrow Nose, Full Lips, Round Chin, Shoulder-Length Hair, Curly Hair, Shoulder-Length Curls, round breasts, Stud earrings, fuchsia gloss lipstick, Sitting with legs crossed and twisting the torso to one side, Misty reflections
Diva, Short, Athletic, Diamond-Shaped Face, Fair Skin, Chestnut Hair, jade Eyes, Long Nose, Thick Lips, Round Chin, Long Hair, Straight Hair, Messy Beach Waves, firm breasts, Dangle earrings, rust stain lipstick, Lying on the back with knees bent and feet flat on the ground, Crystalline glacier formations near water
Baroness, Short, Athletic, Square Face, Fair Skin, Light Brown Hair, ruby Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Wavy Bob, full breasts, Drop earrings, black sheer lipstick, Sitting with one leg crossed over the other and twisting the torso, Silhouette of a lone pier by water
Charmer, Average Height, Narrow Hips, Triangular Face, Tan Skin, Chestnut Hair, hazel Eyes, Wide Nose, Full Lips, Receding Chin, Long Hair, Curly Hair, High Ponytail, full breasts, Faux gauge earrings, black velvet lipstick, Inverted position with forearms and crown of the head on the ground, Rain-soaked city streets near water
Gal, Tall, Lean, Triangular Face, Olive Skin, Chestnut Hair, ruby Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Straight Bob with Layers, round breasts, Hoop earrings, mauve velvet lipstick, Lying on the back with legs bent, crossing one ankle over the opposite knee, Crashing ocean waves
Trailblazer, Short, Firm, Square Face, Olive Skin, Light Brown Hair, Blue Eyes with Green Flecks, Narrow Nose, Full Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Sock Bun, round breasts, Hoop earrings, rust sheer lipstick, Sitting on heels with upper body folded forward, Foggy coastal landscape
Starlet, Short, Thin, Oval Face, Tan Skin, Brunette Hair, amber Eyes, Straight Nose, Pouty Lips, Round Chin, Long Hair, Thick Hair, Low Updo, firm breasts, Stud earrings, mauve velvet lipstick, Bending sideways with one arm reaching overhead, Autumn leaves drifting on streams
Diva, Short, Skinny, Heart-Shaped Face, Tan Skin, Red Hair, silver Eyes, Wide Nose, Pouty Lips, Round Chin, Long Hair, Curly Hair, Side-Swept Bangs, small breasts, Threader earrings, green matte lipstick, Lying on the stomach with legs extended and arms reaching forward, Glowing sunrise on the coast
Femme fatale, Average Height, Thin, Diamond-Shaped Face, Olive Skin, Dark Brown Hair, Blue Eyes with Green Flecks, Short Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Low Updo, large breasts, Stud earrings, black satin lipstick, Lying on the back with knees bent, lifting the hips off the ground, Snowflakes falling on frozen water landscapes
Sensation, Short, Skinny, Oval Face, Tan Skin, Blonde Hair, red Eyes, Long Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, High Ponytail, small breasts, Threader earrings, hot pink cream lipstick, Standing with feet wide apart, bending one knee and keeping the other leg straight, Subtle hues of a twilight sky over water
Empress, Tall, in shape, Heart-Shaped Face, Fair Skin, Platinum Blonde Hair, Blue Eyes, Straight Nose, Pouty Lips, Receding Chin, Long Hair, Straight Hair, Twisted Bun, perky breasts, Drop earrings, rose gloss lipstick, Lying on the back with knees bent and feet on the ground, lifting the pelvis, Foggy coastal landscape
Mistress, Short, Fit, Diamond-Shaped Face, Fair Skin, Black Hair, Blue Eyes with Green Flecks, Wide Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Braided Headband, small breasts, Stud earrings, hot pink satin lipstick, Lying on the back with legs raised and hands supporting the lower back, Frozen icicles near water
Belle, Average Height, Thin, Oval Face, Olive Skin, Gray Hair, yellow Eyes, Straight Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Smooth Waves, large breasts, Drop earrings, coral satin lipstick, Lying on the stomach with hands beside the shoulders and chest lifted, Majestic fjords and cliffs by water
Madam, Tall, Toned, Diamond-Shaped Face, Dark Skin, Honey Blonde Hair, pink Eyes, Straight Nose, Thin Lips, Sharp Chin, Long Hair, Wavy Hair, High Bun, augmented breasts, Cuff earrings, brown matte lipstick, Standing with feet together, bending one knee and holding the foot with the hand, Golden sunlight on sandy shores
Escort, Average Height, in shape, Triangular Face, Fair Skin, Honey Blonde Hair, ruby Eyes, Straight Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Bun, small breasts, Clip-on earrings, lavender sheer lipstick, Lying on the stomach and lifting the legs and upper body, Droplets on grass blades near water
Femme fatale, Average Height, Wide Hips, Diamond-Shaped Face, Olive Skin, Chestnut Hair, Hazel Eyes, Wide Nose, Thick Lips, Sharp Chin, Long Hair, Coarse Hair, Middle Part Bangs, firm breasts, Hoop earrings, peach stain lipstick, Lying on the back with legs bent, crossing one ankle over the opposite knee, Crashing ocean waves
Lady, Short, in shape, Square Face, Dark Skin, Silver Hair, aquamarine Eyes, Long Nose, Pouty Lips, Sharp Chin, Long Hair, Curly Hair, Fishtail Braid, natural breasts, Dangle earrings, lavender stain lipstick, Bending the knees and resting the upper body on the thighs, Dramatic stormy skies over water
Goddess, Tall, Skinny, Diamond-Shaped Face, Olive Skin, Auburn Hair, hazel Eyes, Narrow Nose, Thin Lips, Round Chin, Long Hair, Wavy Hair, Wedding Updo, large breasts, Clip-on earrings, beige stain lipstick, Sitting with crossed legs and spine upright, Dramatic stormy skies over water
Songstress, Tall, Firm, Oval Face, Dark Skin, Golden Blonde Hair, red Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Voluminous Waves, full breasts, Clip-on earrings, plum matte lipstick, Sitting with one leg extended and bending the other leg with foot against the thigh, Autumn reflections on water
Vixen, Short, Toned, Diamond-Shaped Face, Dark Skin, Dark Brown Hair, Hazel Eyes with Green Flecks, Long Nose, Thick Lips, Sharp Chin, Long Hair, Fine Hair, Wavy Updo, round breasts, , teal cream lipstick, Bending the knees and resting the upper body on the thighs, Rushing whitewater rapids
Songstress, Tall, Thin, Round Face, Tan Skin, Chestnut Hair, Green Eyes, Short Nose, Full Lips, Prominent Chin, Long Hair, Curly Hair, Low Ponytail, saggy breasts, Faux gauge earrings, orange gloss lipstick, Inverted position with hands and feet on the ground, hips lifted, Frozen lake in winter
Madam, Average Height, in shape, Triangular Face, Dark Skin, Honey Blonde Hair, Gray Eyes, Wide Nose, Thin Lips, Receding Chin, Long Hair, Thick Hair, High Messy Bun, perky breasts, , berry matte lipstick, Lying on the stomach with hands beside the shoulders and chest lifted, Sparkling sunlight on waves
Luminary, Tall, Lean, Oval Face, Fair Skin, White Hair, Green Eyes, Long Nose, Pouty Lips, Receding Chin, Long Hair, Wavy Hair, Long Curly Hair, small breasts, Stud earrings, green velvet lipstick, Inverted position with legs overhead and hands supporting the back, Frozen lake in winter
Phenom, Short, Slim, Triangular Face, Dark Skin, White Hair, Gray Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Long Hair, Fine Hair, Tousled Waves, augmented breasts, Clip-on earrings, orange sheer lipstick, Bending forward and resting the forehead on the knees or shins, Glistening raindrops
Starlet, Tall, in shape, Heart-Shaped Face, Dark Skin, Golden Blonde Hair, Amber Eyes, [[Curved Nose]], Thin Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, Viking Braid, small breasts, Dangle earrings, pink satin lipstick, Bending sideways with one arm reaching overhead, Misty river valley
Vixen, Short, Thin, Oval Face, Olive Skin, Honey Blonde Hair, light blue Eyes, Straight Nose, Thick Lips, Receding Chin, Long Hair, Wavy Hair, Sleek Bun, large breasts, Clip-on earrings, light pink matte lipstick, Bending forward with hands reaching the ground, Moss-covered rocks near water
Maven, Short, Narrow Hips, Diamond-Shaped Face, Olive Skin, Dark Brown Hair, black Eyes, Long Nose, Full Lips, Receding Chin, Long Hair, Straight Hair, Side French Braid, round breasts, Drop earrings, burgundy matte lipstick, Standing with feet wide apart, bending one knee and keeping the other leg straight, Autumn leaves drifting on streams
