Sundresses, Superwoman, Average Height, Narrow Hips, Oval Face, Fair Skin, Dark Brown Hair, light blue Eyes, Wide Nose, Thin Lips, Receding Chin, Long Hair, Coarse Hair, Voluminous Waves, full breasts, Drop earrings, teal sheer lipstick
Maxi dresses, Belle, Average Height, Firm, Triangular Face, Olive Skin, Strawberry Blonde Hair, Brown Eyes with Green Flecks, Short Nose, Full Lips, Receding Chin, Long Hair, Thick Hair, Messy Bun, perky breasts, Faux gauge earrings, burgundy velvet lipstick
Wrap dresses, Woman, Tall, Fit, Round Face, Fair Skin, Silver Hair, grey-blue Eyes, Long Nose, Thick Lips, Receding Chin, Long Hair, Fine Hair, Ballerina Bun, saggy breasts, Drop earrings, brown gloss lipstick
Sundresses, Goddess, Average Height, Thin, Triangular Face, Fair Skin, Red Hair, silver Eyes, [[Curved Nose]], Full Lips, Round Chin, Long Hair, Fine Hair, Braided Updo, augmented breasts, Huggie earrings, peach stain lipstick
Jumpsuits, Mistress, Average Height, Skinny, Diamond-Shaped Face, Olive Skin, Blonde Hair, Blue Eyes, Wide Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Chignon, asymmetrical breasts, Threader earrings, plum matte lipstick
Sleeveless dresses, Artist, Short, Slim, Diamond-Shaped Face, Olive Skin, Gray Hair, Brown Eyes with Green Flecks, Wide Nose, Full Lips, Round Chin, Long Hair, Thick Hair, Long Wavy Hair, round breasts, Clip-on earrings, shimmer metallic lipstick
Short dresses, Lady, Short, Narrow Hips, Diamond-Shaped Face, Fair Skin, Auburn Hair, amethyst Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, Blunt Bangs, augmented breasts, Hoop earrings, berry matte lipstick
Sleeveless dresses, Siren, Short, Toned, Round Face, Fair Skin, Gray Hair, ice blue Eyes, Long Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Donut Bun, perky breasts, Threader earrings, grape satin lipstick
Caftans, Artist, Average Height, Fit, Square Face, Tan Skin, Platinum Blonde Hair, green Eyes, Straight Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Half Up Half Down, perky breasts, Dangle earrings, gloss stain lipstick
Wrap dresses, Enchantress, Tall, Skinny, Triangular Face, Tan Skin, Honey Blonde Hair, ruby Eyes, Long Nose, Thin Lips, Receding Chin, Long Hair, Fine Hair, Messy Top Knot, augmented breasts, Clip-on earrings, gloss sheer lipstick
Halter dresses, Goddess, Average Height, Skinny, Triangular Face, Dark Skin, Honey Blonde Hair, yellow Eyes, Narrow Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Messy Beach Waves, natural breasts, Dangle earrings, cherry metallic lipstick
Jumpsuits, Lady, Average Height, Firm, Square Face, Dark Skin, Strawberry Blonde Hair, dark brown Eyes, Wide Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Blunt Cut Bangs, large breasts, Huggie earrings, terracotta cream lipstick
Spaghetti strap dresses, Trailblazer, Short, Slim, Triangular Face, Tan Skin, Dark Brown Hair, silver Eyes, Straight Nose, Pouty Lips, Sharp Chin, Long Hair, Wavy Hair, Fishbone Braid, large breasts, Stud earrings, cherry satin lipstick
Sleeveless dresses, Temptress, Short, Lean, Oval Face, Tan Skin, Black Hair, Sapphire Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Half Up Half Down, soft breasts, Threader earrings, terracotta gloss lipstick
Jumpsuits, Femme fatale, Average Height, in shape, Triangular Face, Fair Skin, Brunette Hair, pink Eyes, Long Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, High Bun, asymmetrical breasts, Cuff earrings, red cream lipstick
Rompers, Temptress, Average Height, Slim, Heart-Shaped Face, Olive Skin, Silver Hair, ruby Eyes, Narrow Nose, Thin Lips, Sharp Chin, Long Hair, Thick Hair, Herringbone Braid, full breasts, Stud earrings, red metallic lipstick
Off-the-shoulder dresses, Miss, Tall, Firm, Square Face, Dark Skin, Brunette Hair, Amber Eyes, Long Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Messy Top Knot, large breasts, Clip-on earrings, berry matte lipstick
Sundresses, Queen, Average Height, in shape, Oval Face, Fair Skin, Chestnut Hair, peach Eyes, Narrow Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Braided Crown, large breasts, , plum matte lipstick
Strapless dresses, Madam, Short, Wide Hips, Round Face, Dark Skin, Black Hair, peach Eyes, Straight Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Loose Waves, soft breasts, , beige cream lipstick
Rompers, Temptress, Tall, in shape, Square Face, Fair Skin, Silver Hair, grey Eyes, Short Nose, Full Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Chignon, firm breasts, Clip-on earrings, berry matte lipstick
Sundresses, Chanteuse, Tall, Lean, Oval Face, Olive Skin, White Hair, coral Eyes, Straight Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Formal Braided Updo, saggy breasts, Clip-on earrings, berry metallic lipstick
Spaghetti strap dresses, Enigma, Average Height, Athletic, Triangular Face, Olive Skin, Light Brown Hair, Gray Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, High Bun, large breasts, Hoop earrings, black sheer lipstick
Halter dresses, Artist, Average Height, Wide Hips, Heart-Shaped Face, Tan Skin, White Hair, pink Eyes, Short Nose, Thick Lips, Round Chin, Long Hair, Wavy Hair, Wavy Bob, large breasts, Threader earrings, teal sheer lipstick
Jumpsuits, Trailblazer, Average Height, Firm, Heart-Shaped Face, Tan Skin, Golden Blonde Hair, Green Eyes, Straight Nose, Pouty Lips, Prominent Chin, Long Hair, Coarse Hair, Side Bangs, small breasts, Stud earrings, berry gloss lipstick
Halter dresses, Babe, Average Height, Skinny, Triangular Face, Fair Skin, White Hair, blue Eyes, Short Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Waterfall Braid, large breasts, Hoop earrings, cherry metallic lipstick
Wrap dresses, Dame, Short, Wide Hips, Diamond-Shaped Face, Fair Skin, Gray Hair, Hazel Eyes with Green Flecks, Wide Nose, Full Lips, Prominent Chin, Long Hair, Thick Hair, Double Braided Crown, soft breasts, Huggie earrings, red stain lipstick
Sleeveless dresses, Madame, Tall, in shape, Triangular Face, Tan Skin, Red Hair, Blue Eyes with Green Flecks, [[Curved Nose]], Thin Lips, Sharp Chin, Long Hair, Straight Hair, Braided Half Up, round breasts, Huggie earrings, orange cream lipstick
Strapless dresses, Miss, Short, Fit, Oval Face, Fair Skin, Dark Brown Hair, purple Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Long Hair, Curly Hair, High Chignon, augmented breasts, Threader earrings, pink metallic lipstick
Short dresses, Sensation, Short, Thin, Square Face, Dark Skin, Dark Brown Hair, blue Eyes, Narrow Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Shaggy Cut, asymmetrical breasts, Faux gauge earrings, lavender stain lipstick
Sundresses, Vixen, Short, Lean, Heart-Shaped Face, Olive Skin, Auburn Hair, silver Eyes, Narrow Nose, Thick Lips, Round Chin, Long Hair, Straight Hair, Fishbone Braid, natural breasts, Hoop earrings, beige cream lipstick
Wrap dresses, Gal, Short, Slim, Oval Face, Olive Skin, Strawberry Blonde Hair, light blue Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Wavy Hair, Sleek Bun, perky breasts, , red satin lipstick
Off-the-shoulder dresses, Female Viking, Short, Thin, Square Face, Tan Skin, Blonde Hair, hazel Eyes, Short Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Curly Hair, Triple Braided Crown, small breasts, Drop earrings, cream stain lipstick
Halter dresses, Heiress, Tall, Lean, Square Face, Fair Skin, White Hair, Brown Eyes, [[Curved Nose]], Thick Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Loose Waves, saggy breasts, Cuff earrings, fuchsia sheer lipstick
Short dresses, Baroness, Average Height, Skinny, Round Face, Dark Skin, Silver Hair, gold Eyes, Wide Nose, Full Lips, Round Chin, Long Hair, Coarse Hair, Curled Bob, augmented breasts, Cuff earrings, light pink matte lipstick
Off-the-shoulder dresses, Duchess, Average Height, Narrow Hips, Triangular Face, Fair Skin, Gray Hair, Gray Eyes, Short Nose, Full Lips, Round Chin, Long Hair, Curly Hair, Curly Afro, asymmetrical breasts, Threader earrings, berry sheer lipstick
Sleeveless dresses, Siren, Average Height, Wide Hips, Diamond-Shaped Face, Dark Skin, Auburn Hair, silver Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Straight Updo, perky breasts, Hoop earrings, beige gloss lipstick
Spaghetti strap dresses, Lady, Tall, Athletic, Round Face, Fair Skin, Strawberry Blonde Hair, black Eyes, Wide Nose, Full Lips, Receding Chin, Long Hair, Straight Hair, French Roll, large breasts, Cuff earrings, rose velvet lipstick
Short dresses, Goddess, Average Height, Athletic, Heart-Shaped Face, Tan Skin, Light Brown Hair, red Eyes, Narrow Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Messy Bun, large breasts, Cuff earrings, cherry sheer lipstick
Off-the-shoulder dresses, Baroness, Average Height, Fit, Heart-Shaped Face, Fair Skin, Strawberry Blonde Hair, Hazel Eyes with Green Flecks, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Short Afro, soft breasts, , coral satin lipstick
Strapless dresses, Female Warrior, Average Height, Toned, Triangular Face, Olive Skin, Dark Brown Hair, aquamarine Eyes, Straight Nose, Pouty Lips, Receding Chin, Long Hair, Coarse Hair, Straight Updo, natural breasts, Threader earrings, gloss stain lipstick
Maxi dresses, Songstress, Short, Wide Hips, Square Face, Fair Skin, Gray Hair, silver Eyes, [[Curved Nose]], Thick Lips, Sharp Chin, Long Hair, Wavy Hair, French Roll, augmented breasts, Drop earrings, rose velvet lipstick
Halter dresses, Miss, Short, Athletic, Diamond-Shaped Face, Fair Skin, Platinum Blonde Hair, Sapphire Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Curly Hair, Afro, large breasts, Huggie earrings, rust gloss lipstick
Short dresses, Gal, Average Height, Toned, Square Face, Olive Skin, Auburn Hair, grey-blue Eyes, Straight Nose, Full Lips, Receding Chin, Long Hair, Curly Hair, Twisted Bun, perky breasts, Hoop earrings, grape gloss lipstick
Maxi dresses, Femme fatale, Short, Skinny, Triangular Face, Olive Skin, Silver Hair, Blue Eyes with Green Flecks, Short Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Afro, natural breasts, Hoop earrings, rose metallic lipstick
Sleeveless dresses, Duchess, Short, Slim, Square Face, Olive Skin, Gray Hair, Sapphire Eyes, Straight Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Double Braided Crown, large breasts, Threader earrings, lavender cream lipstick
Caftans, Gal, Tall, Thin, Diamond-Shaped Face, Dark Skin, Blonde Hair, brown Eyes, Wide Nose, Pouty Lips, Prominent Chin, Long Hair, Curly Hair, Loose Curls, soft breasts, , golden velvet lipstick
Spaghetti strap dresses, Superwoman, Average Height, Firm, Triangular Face, Dark Skin, Silver Hair, purple Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Sleek Waves, saggy breasts, Cuff earrings, peach stain lipstick
Jumpsuits, Mistress, Tall, Slim, Round Face, Tan Skin, Golden Blonde Hair, light blue Eyes, Wide Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Rope Braid, soft breasts, Hoop earrings, orange cream lipstick
Halter dresses, Trailblazer, Tall, Thin, Triangular Face, Tan Skin, Platinum Blonde Hair, pink Eyes, Long Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Low Chignon, firm breasts, , plum satin lipstick
Spaghetti strap dresses, Miss, Tall, Thin, Diamond-Shaped Face, Fair Skin, Platinum Blonde Hair, Brown Eyes, Wide Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Side French Braid, natural breasts, Drop earrings, peach gloss lipstick
Rompers, Trailblazer, Average Height, Lean, Round Face, Dark Skin, Black Hair, purple Eyes, Narrow Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Curly Hair, High Bun, perky breasts, Stud earrings, berry satin lipstick
Spaghetti strap dresses, Songstress, Tall, Narrow Hips, Diamond-Shaped Face, Dark Skin, Black Hair, Hazel Eyes, [[Curved Nose]], Pouty Lips, Receding Chin, Long Hair, Curly Hair, Boho Braid, asymmetrical breasts, Cuff earrings, fuchsia velvet lipstick
Rompers, Starlet, Short, Fit, Triangular Face, Fair Skin, Chestnut Hair, Hazel Eyes with Green Flecks, Narrow Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Waterfall Braid, natural breasts, Cuff earrings, pink gloss lipstick
Short dresses, Starlet, Tall, Narrow Hips, Heart-Shaped Face, Dark Skin, Silver Hair, hazel Eyes, Short Nose, Thin Lips, Round Chin, Long Hair, Coarse Hair, Voluminous Waves, firm breasts, Drop earrings, golden gloss lipstick
Sleeveless dresses, Miss, Tall, Toned, Heart-Shaped Face, Dark Skin, Silver Hair, dark brown Eyes, Short Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Low Messy Bun, augmented breasts, Huggie earrings, orange stain lipstick
Strapless dresses, Chanteuse, Average Height, Firm, Triangular Face, Fair Skin, Platinum Blonde Hair, Blue Eyes with Green Flecks, Narrow Nose, Thick Lips, Round Chin, Long Hair, Curly Hair, Fishtail Crown Braid, soft breasts, Hoop earrings, fuchsia metallic lipstick
Sundresses, Goddess, Average Height, Athletic, Square Face, Dark Skin, Light Brown Hair, gold Eyes, Straight Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Straight Bob, full breasts, Huggie earrings, coral gloss lipstick
Strapless dresses, Diva, Average Height, Skinny, Square Face, Olive Skin, White Hair, purple Eyes, Straight Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Curly Afro, firm breasts, Stud earrings, magenta matte lipstick
Caftans, Phenom, Short, Narrow Hips, Square Face, Dark Skin, Chestnut Hair, grey Eyes, Narrow Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Voluminous Waves, firm breasts, Drop earrings, black gloss lipstick
Sleeveless dresses, Escort, Average Height, Wide Hips, Square Face, Fair Skin, Auburn Hair, ice blue Eyes, Straight Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Sleek Straight Hair, asymmetrical breasts, Huggie earrings, rust metallic lipstick
Rompers, Trailblazer, Tall, Narrow Hips, Triangular Face, Fair Skin, Chestnut Hair, Amber Eyes, Short Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Sleek Waves, soft breasts, , lavender sheer lipstick
Sundresses, Chanteuse, Average Height, Narrow Hips, Round Face, Tan Skin, Brunette Hair, turquoise Eyes, Narrow Nose, Pouty Lips, Receding Chin, Long Hair, Wavy Hair, Beach Waves, full breasts, Threader earrings, berry matte lipstick
Strapless dresses, Siren, Short, Firm, Square Face, Dark Skin, Black Hair, grey Eyes, Short Nose, Full Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Lace Braid, saggy breasts, Huggie earrings, beige metallic lipstick
Maxi dresses, Chanteuse, Short, Fit, Diamond-Shaped Face, Dark Skin, Dark Brown Hair, light blue Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Fluffy Afro, small breasts, Huggie earrings, red sheer lipstick
Sundresses, Enigma, Average Height, Narrow Hips, Oval Face, Dark Skin, Black Hair, brown Eyes, Short Nose, Full Lips, Receding Chin, Long Hair, Curly Hair, Straight Bob, natural breasts, , green gloss lipstick
Off-the-shoulder dresses, Charmer, Tall, in shape, Heart-Shaped Face, Dark Skin, Golden Blonde Hair, dark brown Eyes, Narrow Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Angled Bob, asymmetrical breasts, Clip-on earrings, green gloss lipstick
Jumpsuits, Mistress, Short, Firm, Triangular Face, Dark Skin, Brunette Hair, teal Eyes, Short Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Curly Hair, French Braid, large breasts, , pink gloss lipstick
Off-the-shoulder dresses, Enigma, Average Height, Lean, Triangular Face, Tan Skin, Silver Hair, dark brown Eyes, [[Curved Nose]], Full Lips, Receding Chin, Long Hair, Straight Hair, Twisted Bun, full breasts, Hoop earrings, fuchsia gloss lipstick
Caftans, Heiress, Short, Firm, Square Face, Fair Skin, Auburn Hair, dark brown Eyes, Short Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Sleek Straight Hair, natural breasts, Huggie earrings, rose stain lipstick
Strapless dresses, Diva, Tall, Wide Hips, Square Face, Fair Skin, Honey Blonde Hair, silver Eyes, Wide Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Fluffy Afro, large breasts, Dangle earrings, orange stain lipstick
Caftans, Luminary, Short, in shape, Triangular Face, Tan Skin, Auburn Hair, gold Eyes, Long Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Fluffy Afro, natural breasts, Huggie earrings, grape stain lipstick
Strapless dresses, Starlet, Short, Thin, Heart-Shaped Face, Dark Skin, Strawberry Blonde Hair, grey Eyes, Wide Nose, Thin Lips, Round Chin, Long Hair, Thick Hair, Long Wavy Hair, perky breasts, Threader earrings, black matte lipstick
Wrap dresses, Lady, Tall, Wide Hips, Round Face, Fair Skin, Chestnut Hair, green Eyes, Straight Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Tousled Waves, saggy breasts, Huggie earrings, violet stain lipstick
Sundresses, Lady, Tall, Firm, Square Face, Dark Skin, Red Hair, Brown Eyes, [[Curved Nose]], Full Lips, Prominent Chin, Long Hair, Curly Hair, Lace Braid, firm breasts, Cuff earrings, orange sheer lipstick
Spaghetti strap dresses, Gal, Short, Thin, Oval Face, Tan Skin, Chestnut Hair, Sapphire Eyes, Long Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Curly Afro, natural breasts, Cuff earrings, pink matte lipstick
Maxi dresses, Seductress, Average Height, in shape, Triangular Face, Fair Skin, Honey Blonde Hair, brown Eyes, Wide Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Messy Top Knot, small breasts, Threader earrings, red gloss lipstick
Short dresses, Baroness, Short, Thin, Triangular Face, Dark Skin, Platinum Blonde Hair, aquamarine Eyes, Short Nose, Full Lips, Round Chin, Long Hair, Wavy Hair, Blunt Cut Bangs, full breasts, Clip-on earrings, terracotta velvet lipstick
Maxi dresses, Trailblazer, Short, in shape, Round Face, Dark Skin, Strawberry Blonde Hair, Hazel Eyes, Narrow Nose, Thin Lips, Round Chin, Long Hair, Curly Hair, Herringbone Braid, firm breasts, Stud earrings, cherry matte lipstick
Spaghetti strap dresses, Artist, Tall, Lean, Round Face, Olive Skin, Golden Blonde Hair, jade Eyes, Wide Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Long Curled Updo, large breasts, Huggie earrings, rose gloss lipstick
Short dresses, Songstress, Average Height, Narrow Hips, Oval Face, Olive Skin, Auburn Hair, amber Eyes, Wide Nose, Thick Lips, Receding Chin, Long Hair, Coarse Hair, Bangs with Highlights, augmented breasts, Clip-on earrings, lavender satin lipstick
