autumn, A long cardigan with a tank top, leggings, and boots, Superwoman, Average Height, Narrow Hips, Oval Face, Fair Skin, Dark Brown Hair, light blue Eyes, Wide Nose, Thin Lips, Receding Chin, Long Hair, Coarse Hair, Voluminous Waves, full breasts, Drop earrings, teal sheer lipstick
summer, A structured jumpsuit with espadrilles and a scarf, Escort, Average Height, Narrow Hips, Diamond-Shaped Face, Dark Skin, Brunette Hair, grey-blue Eyes, Straight Nose, Thin Lips, Receding Chin, Long Hair, Wavy Hair, Ballerina Bun, round breasts, Threader earrings, pink matte lipstick
winter, A printed romper with heeled boots and a wide-brim hat, Goddess, Short, Firm, Round Face, Tan Skin, Brunette Hair, Hazel Eyes, Narrow Nose, Thick Lips, Receding Chin, Long Hair, Thick Hair, Middle Part Bangs, augmented breasts, Huggie earrings, berry matte lipstick
spring, A ruffled blouse with high-waisted shorts and espadrilles, Empress, Tall, Lean, Oval Face, Olive Skin, Strawberry Blonde Hair, aquamarine Eyes, Long Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Sleek Bun, natural breasts, , magenta stain lipstick
autumn, A pleated midi skirt with a blouse and loafers, Lady, Tall, Thin, Square Face, Dark Skin, Platinum Blonde Hair, silver Eyes, Wide Nose, Pouty Lips, Sharp Chin, Long Hair, Curly Hair, Layered Bob, augmented breasts, , peach stain lipstick
summer, A sundress with a denim jacket and sneakers, Escort, Average Height, Narrow Hips, Round Face, Olive Skin, Auburn Hair, aquamarine Eyes, Narrow Nose, Pouty Lips, Round Chin, Long Hair, Fine Hair, Sock Bun, full breasts, Hoop earrings, lavender metallic lipstick
autumn, A sweater with skinny jeans and ankle boots, Starlet, Tall, Thin, Triangular Face, Olive Skin, Light Brown Hair, silver Eyes, [[Curved Nose]], Full Lips, Prominent Chin, Long Hair, Curly Hair, Donut Bun, saggy breasts, , hot pink metallic lipstick
spring, A button-down dress with a neck scarf and sneakers, Woman, Tall, Athletic, Heart-Shaped Face, Olive Skin, White Hair, Hazel Eyes, Long Nose, Pouty Lips, Sharp Chin, Long Hair, Coarse Hair, Fishtail Crown Braid, round breasts, Stud earrings, hot pink sheer lipstick
autumn, An oversized blazer with dark jeans and block heels, Phenom, Tall, Thin, Round Face, Olive Skin, Honey Blonde Hair, peach Eyes, Wide Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Loose Curls, natural breasts, Cuff earrings, black sheer lipstick
autumn, A denim jacket with a sweater and jeans, Songstress, Short, Wide Hips, Round Face, Tan Skin, Dark Brown Hair, grey Eyes, Wide Nose, Thin Lips, Receding Chin, Long Hair, Curly Hair, Viking Braid, asymmetrical breasts, Stud earrings, orange cream lipstick
winter, A striped jumpsuit with a wool coat, Femme fatale, Tall, in shape, Oval Face, Dark Skin, White Hair, ruby Eyes, Straight Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Beach Waves, soft breasts, Stud earrings, teal matte lipstick
summer, A button-down dress with a bandana and sneakers, Belle, Average Height, Firm, Triangular Face, Olive Skin, Strawberry Blonde Hair, Brown Eyes with Green Flecks, Short Nose, Full Lips, Receding Chin, Long Hair, Thick Hair, Messy Bun, perky breasts, Faux gauge earrings, burgundy velvet lipstick
summer, A structured jumpsuit with espadrilles and a scarf, Woman, Tall, Fit, Round Face, Fair Skin, Silver Hair, grey-blue Eyes, Long Nose, Thick Lips, Receding Chin, Long Hair, Fine Hair, Ballerina Bun, saggy breasts, Drop earrings, brown gloss lipstick
autumn, A structured jumpsuit with ankle booties and a belt, Goddess, Average Height, Thin, Triangular Face, Fair Skin, Red Hair, silver Eyes, [[Curved Nose]], Full Lips, Round Chin, Long Hair, Fine Hair, Braided Updo, augmented breasts, Huggie earrings, peach stain lipstick
winter, An oversized faux fur coat with black jeans and heels, Mistress, Average Height, Skinny, Diamond-Shaped Face, Olive Skin, Blonde Hair, Blue Eyes, Wide Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Chignon, asymmetrical breasts, Threader earrings, plum matte lipstick
spring, A midi skirt with a tucked in blouse and ankle boots, Artist, Short, Slim, Diamond-Shaped Face, Olive Skin, Gray Hair, Brown Eyes with Green Flecks, Wide Nose, Full Lips, Round Chin, Long Hair, Thick Hair, Long Wavy Hair, round breasts, Clip-on earrings, shimmer metallic lipstick
summer, A pleated skirt with a tank and sandals, Lady, Short, Narrow Hips, Diamond-Shaped Face, Fair Skin, Auburn Hair, amethyst Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, Blunt Bangs, augmented breasts, Hoop earrings, berry matte lipstick
spring, A sundress with sandals and a denim jacket, Siren, Short, Toned, Round Face, Fair Skin, Gray Hair, ice blue Eyes, Long Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Donut Bun, perky breasts, Threader earrings, grape satin lipstick
autumn, A long-sleeve sundress with ankle boots and a denim jacket, Artist, Average Height, Fit, Square Face, Tan Skin, Platinum Blonde Hair, green Eyes, Straight Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Half Up Half Down, perky breasts, Dangle earrings, gloss stain lipstick
winter, Fur vest with a turtleneck sweater and skinny jeans, Enchantress, Tall, Skinny, Triangular Face, Tan Skin, Honey Blonde Hair, ruby Eyes, Long Nose, Thin Lips, Receding Chin, Long Hair, Fine Hair, Messy Top Knot, augmented breasts, Clip-on earrings, gloss sheer lipstick
spring, A jumpsuit with a belt and block heels, Goddess, Average Height, Skinny, Triangular Face, Dark Skin, Honey Blonde Hair, yellow Eyes, Narrow Nose, Pouty Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Messy Beach Waves, natural breasts, Dangle earrings, cherry metallic lipstick
autumn, A lightweight knit sweater with corduroy pants and sneakers, Lady, Average Height, Firm, Square Face, Dark Skin, Strawberry Blonde Hair, dark brown Eyes, Wide Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Blunt Cut Bangs, large breasts, Huggie earrings, terracotta cream lipstick
winter, Turtleneck sweater with a coat and pantsA turtleneck dress with knee-high boots and a wool coat, Trailblazer, Short, Slim, Triangular Face, Tan Skin, Dark Brown Hair, silver Eyes, Straight Nose, Pouty Lips, Sharp Chin, Long Hair, Wavy Hair, Fishbone Braid, large breasts, Stud earrings, cherry satin lipstick
spring, A midi wrap skirt with a tucked in tank and sneakers, Temptress, Short, Lean, Oval Face, Tan Skin, Black Hair, Sapphire Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Half Up Half Down, soft breasts, Threader earrings, terracotta gloss lipstick
winter, A velvet midi skirt with a tucked in sweater and ankle boots, Femme fatale, Average Height, in shape, Triangular Face, Fair Skin, Brunette Hair, pink Eyes, Long Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, High Bun, asymmetrical breasts, Cuff earrings, red cream lipstick
spring, A collared shirt with a pleated skirt and ballet flats, Temptress, Average Height, Slim, Heart-Shaped Face, Olive Skin, Silver Hair, ruby Eyes, Narrow Nose, Thin Lips, Sharp Chin, Long Hair, Thick Hair, Herringbone Braid, full breasts, Stud earrings, red metallic lipstick
autumn, A floral maxi dress with heeled boots, Miss, Tall, Firm, Square Face, Dark Skin, Brunette Hair, Amber Eyes, Long Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Messy Top Knot, large breasts, Clip-on earrings, berry matte lipstick
autumn, A pleated midi skirt with a blouse and loafers, Queen, Average Height, in shape, Oval Face, Fair Skin, Chestnut Hair, peach Eyes, Narrow Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Braided Crown, large breasts, , plum matte lipstick
winter, A lightweight sweater with black jeans and combat boots, Madam, Short, Wide Hips, Round Face, Dark Skin, Black Hair, peach Eyes, Straight Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Loose Waves, soft breasts, , beige cream lipstick
winter, A collared shirt with a pleated skirt and ankle boots, Temptress, Tall, in shape, Square Face, Fair Skin, Silver Hair, grey Eyes, Short Nose, Full Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Chignon, firm breasts, Clip-on earrings, berry matte lipstick
autumn, A long cardigan with a tank top, leggings, and boots, Chanteuse, Tall, Lean, Oval Face, Olive Skin, White Hair, coral Eyes, Straight Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Fine Hair, Formal Braided Updo, saggy breasts, Clip-on earrings, berry metallic lipstick
autumn, A collared shirt with a pleated skirt and booties, Enigma, Average Height, Athletic, Triangular Face, Olive Skin, Light Brown Hair, Gray Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, High Bun, large breasts, Hoop earrings, black sheer lipstick
autumn, A hoodie with sweatpants and sneakers, Artist, Average Height, Wide Hips, Heart-Shaped Face, Tan Skin, White Hair, pink Eyes, Short Nose, Thick Lips, Round Chin, Long Hair, Wavy Hair, Wavy Bob, large breasts, Threader earrings, teal sheer lipstick
spring, A pastel sweater with a pleated skirt and espadrilles, Trailblazer, Average Height, Firm, Heart-Shaped Face, Tan Skin, Golden Blonde Hair, Green Eyes, Straight Nose, Pouty Lips, Prominent Chin, Long Hair, Coarse Hair, Side Bangs, small breasts, Stud earrings, berry gloss lipstick
summer, A spaghetti strap top with high-waisted jeans and heels, Babe, Average Height, Skinny, Triangular Face, Fair Skin, White Hair, blue Eyes, Short Nose, Thick Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Waterfall Braid, large breasts, Hoop earrings, cherry metallic lipstick
winter, A long-sleeve sundress with tights and a faux fur coat, Dame, Short, Wide Hips, Diamond-Shaped Face, Fair Skin, Gray Hair, Hazel Eyes with Green Flecks, Wide Nose, Full Lips, Prominent Chin, Long Hair, Thick Hair, Double Braided Crown, soft breasts, Huggie earrings, red stain lipstick
spring, A collared shirt with a pleated skirt and ballet flats, Madame, Tall, in shape, Triangular Face, Tan Skin, Red Hair, Blue Eyes with Green Flecks, [[Curved Nose]], Thin Lips, Sharp Chin, Long Hair, Straight Hair, Braided Half Up, round breasts, Huggie earrings, orange cream lipstick
winter, A printed romper with heeled boots and a wide-brim hat, Miss, Short, Fit, Oval Face, Fair Skin, Dark Brown Hair, purple Eyes, [[Curved Nose]], Pouty Lips, Prominent Chin, Long Hair, Curly Hair, High Chignon, augmented breasts, Threader earrings, pink metallic lipstick
spring, A lightweight sweater with white cropped pants and sneakers, Sensation, Short, Thin, Square Face, Dark Skin, Dark Brown Hair, blue Eyes, Narrow Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Shaggy Cut, asymmetrical breasts, Faux gauge earrings, lavender stain lipstick
winter, A velvet midi skirt with a tucked in sweater and ankle boots, Vixen, Short, Lean, Heart-Shaped Face, Olive Skin, Auburn Hair, silver Eyes, Narrow Nose, Thick Lips, Round Chin, Long Hair, Straight Hair, Fishbone Braid, natural breasts, Hoop earrings, beige cream lipstick
autumn, An oversized blazer with dark jeans and block heels, Gal, Short, Slim, Oval Face, Olive Skin, Strawberry Blonde Hair, light blue Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Wavy Hair, Sleek Bun, perky breasts, , red satin lipstick
winter, Turtleneck sweater with a coat and pantsA turtleneck dress with knee-high boots and a wool coat, Female Viking, Short, Thin, Square Face, Tan Skin, Blonde Hair, hazel Eyes, Short Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Curly Hair, Triple Braided Crown, small breasts, Drop earrings, cream stain lipstick
spring, A collared shirt with a pleated skirt and ballet flats, Heiress, Tall, Lean, Square Face, Fair Skin, White Hair, Brown Eyes, [[Curved Nose]], Thick Lips, Round Chin, Shoulder-Length Hair, Thick Hair, Loose Waves, saggy breasts, Cuff earrings, fuchsia sheer lipstick
winter, A wrap dress with heeled booties, Baroness, Average Height, Skinny, Round Face, Dark Skin, Silver Hair, gold Eyes, Wide Nose, Full Lips, Round Chin, Long Hair, Coarse Hair, Curled Bob, augmented breasts, Cuff earrings, light pink matte lipstick
spring, A button-down shirt with white pants and sandals, Duchess, Average Height, Narrow Hips, Triangular Face, Fair Skin, Gray Hair, Gray Eyes, Short Nose, Full Lips, Round Chin, Long Hair, Curly Hair, Curly Afro, asymmetrical breasts, Threader earrings, berry sheer lipstick
spring, A button-down dress with a neck scarf and sneakers, Siren, Average Height, Wide Hips, Diamond-Shaped Face, Dark Skin, Auburn Hair, silver Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Straight Updo, perky breasts, Hoop earrings, beige gloss lipstick
autumn, A collared shirt with a pleated skirt and booties, Lady, Tall, Athletic, Round Face, Fair Skin, Strawberry Blonde Hair, black Eyes, Wide Nose, Full Lips, Receding Chin, Long Hair, Straight Hair, French Roll, large breasts, Cuff earrings, rose velvet lipstick
autumn, A hoodie with sweatpants and sneakers, Goddess, Average Height, Athletic, Heart-Shaped Face, Tan Skin, Light Brown Hair, red Eyes, Narrow Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Messy Bun, large breasts, Cuff earrings, cherry sheer lipstick
winter, Parka with a sweater and thermal wear, Baroness, Average Height, Fit, Heart-Shaped Face, Fair Skin, Strawberry Blonde Hair, Hazel Eyes with Green Flecks, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Short Afro, soft breasts, , coral satin lipstick
summer, A structured jumpsuit with espadrilles and a scarf, Female Warrior, Average Height, Toned, Triangular Face, Olive Skin, Dark Brown Hair, aquamarine Eyes, Straight Nose, Pouty Lips, Receding Chin, Long Hair, Coarse Hair, Straight Updo, natural breasts, Threader earrings, gloss stain lipstick
winter, A structured jumpsuit with over-the-knee boots and a scarf, Songstress, Short, Wide Hips, Square Face, Fair Skin, Gray Hair, silver Eyes, [[Curved Nose]], Thick Lips, Sharp Chin, Long Hair, Wavy Hair, French Roll, augmented breasts, Drop earrings, rose velvet lipstick
winter, A collared shirt with a pleated skirt and ankle boots, Miss, Short, Athletic, Diamond-Shaped Face, Fair Skin, Platinum Blonde Hair, Sapphire Eyes, Long Nose, Pouty Lips, Round Chin, Long Hair, Curly Hair, Afro, large breasts, Huggie earrings, rust gloss lipstick
spring, A collared shirt with a pleated skirt and ballet flats, Gal, Average Height, Toned, Square Face, Olive Skin, Auburn Hair, grey-blue Eyes, Straight Nose, Full Lips, Receding Chin, Long Hair, Curly Hair, Twisted Bun, perky breasts, Hoop earrings, grape gloss lipstick
winter, A jumpsuit with a belt and pumps, Femme fatale, Short, Skinny, Triangular Face, Olive Skin, Silver Hair, Blue Eyes with Green Flecks, Short Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Coarse Hair, Afro, natural breasts, Hoop earrings, rose metallic lipstick
winter, A wrap dress with booties and a belt, Duchess, Short, Slim, Square Face, Olive Skin, Gray Hair, Sapphire Eyes, Straight Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, Double Braided Crown, large breasts, Threader earrings, lavender cream lipstick
winter, A long-sleeve sundress with tights and a faux fur coat, Gal, Tall, Thin, Diamond-Shaped Face, Dark Skin, Blonde Hair, brown Eyes, Wide Nose, Pouty Lips, Prominent Chin, Long Hair, Curly Hair, Loose Curls, soft breasts, , golden velvet lipstick
autumn, A pleated midi skirt with a blouse and loafers, Superwoman, Average Height, Firm, Triangular Face, Dark Skin, Silver Hair, purple Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Straight Hair, Sleek Waves, saggy breasts, Cuff earrings, peach stain lipstick
autumn, A floral maxi dress with heeled boots, Mistress, Tall, Slim, Round Face, Tan Skin, Golden Blonde Hair, light blue Eyes, Wide Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Rope Braid, soft breasts, Hoop earrings, orange cream lipstick
winter, A velvet midi skirt with a tucked in sweater and ankle boots, Trailblazer, Tall, Thin, Triangular Face, Tan Skin, Platinum Blonde Hair, pink Eyes, Long Nose, Thick Lips, Prominent Chin, Long Hair, Straight Hair, Low Chignon, firm breasts, , plum satin lipstick
winter, Sweater dress with boots and tights, Miss, Tall, Thin, Diamond-Shaped Face, Fair Skin, Platinum Blonde Hair, Brown Eyes, Wide Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Side French Braid, natural breasts, Drop earrings, peach gloss lipstick
spring, A tank top with a midi skirt and sandals, Trailblazer, Average Height, Lean, Round Face, Dark Skin, Black Hair, purple Eyes, Narrow Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Curly Hair, High Bun, perky breasts, Stud earrings, berry satin lipstick
summer, A sundress with a denim jacket and sneakers, Songstress, Tall, Narrow Hips, Diamond-Shaped Face, Dark Skin, Black Hair, Hazel Eyes, [[Curved Nose]], Pouty Lips, Receding Chin, Long Hair, Curly Hair, Boho Braid, asymmetrical breasts, Cuff earrings, fuchsia velvet lipstick
winter, Parka with a sweater and thermal wear, Starlet, Short, Fit, Triangular Face, Fair Skin, Chestnut Hair, Hazel Eyes with Green Flecks, Narrow Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Waterfall Braid, natural breasts, Cuff earrings, pink gloss lipstick
summer, A jumpsuit with a belt and strappy heels, Starlet, Tall, Narrow Hips, Heart-Shaped Face, Dark Skin, Silver Hair, hazel Eyes, Short Nose, Thin Lips, Round Chin, Long Hair, Coarse Hair, Voluminous Waves, firm breasts, Drop earrings, golden gloss lipstick
autumn, A lightweight knit sweater with corduroy pants and sneakers, Miss, Tall, Toned, Heart-Shaped Face, Dark Skin, Silver Hair, dark brown Eyes, Short Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Low Messy Bun, augmented breasts, Huggie earrings, orange stain lipstick
